user_id,created_at,channel,device_os,region,age_band
U005267,2024-06-13 21:14:01,paid_search,Android,Giza,35-44
U005268,2024-04-13 03:12:42,organic,iOS,Cairo,18-24
U005269,2024-03-21 00:24:22,organic,Android,Alexandria,45-54
U005270,2024-11-27 10:00:06,organic,iOS,Alexandria,35-44
U005271,2024-01-12 17:05:30,referral,iOS,Cairo,45-54
U005272,2024-09-19 00:41:00,paid_social,iOS,Alexandria,25-34
U005273,2024-06-30 07:17:02,referral,Android,Alexandria,55+
U005274,2024-10-30 18:22:29,partnership,Android,Cairo,35-44
U005275,2024-10-17 00:21:39,organic,Android,Cairo,25-34
U005276,2024-01-21 16:03:38,paid_social,iOS,Giza,18-24
U005277,2024-02-04 03:55:20,paid_social,Android,Cairo,45-54
U005278,2024-10-31 16:45:41,partnership,iOS,Cairo,25-34
U005279,2024-01-25 02:36:03,paid_social,Android,Giza,18-24
U005280,2024-09-20 04:41:15,paid_social,Android,Cairo,18-24
U005281,2024-08-31 10:36:02,referral,Android,Giza,18-24
U005282,2024-11-17 04:36:35,partnership,Android,Cairo,25-34
U005283,2024-11-02 02:28:50,referral,Web,Dakahlia,25-34
U005284,2024-01-04 08:18:54,referral,Android,Cairo,25-34
U005285,2024-11-19 07:35:29,organic,Android,Cairo,35-44
U005286,2024-03-29 08:04:45,paid_social,Android,Alexandria,25-34
U005287,2024-02-20 01:17:40,paid_search,iOS,Cairo,18-24
U005288,2024-02-03 04:07:49,referral,Android,Giza,18-24
U005289,2024-07-21 17:05:06,referral,Android,Giza,35-44
U005290,2024-10-28 20:33:09,paid_search,iOS,Giza,18-24
U005291,2024-02-14 09:26:38,partnership,iOS,Alexandria,35-44
U005292,2024-02-27 15:54:02,referral,Web,Dakahlia,18-24
U005293,2024-07-25 08:40:41,paid_social,Android,Alexandria,35-44
U005294,2024-09-24 03:23:52,paid_search,iOS,Cairo,25-34
U005295,2024-06-23 05:28:00,referral,iOS,Cairo,18-24
U005296,2024-01-09 23:59:27,partnership,Android,Giza,35-44
U005297,2024-02-01 10:30:07,partnership,iOS,Dakahlia,25-34
U005298,2024-09-27 00:35:17,paid_social,iOS,Cairo,35-44
U005299,2024-01-21 06:02:16,partnership,Android,Dakahlia,35-44
U005300,2024-04-25 06:20:42,referral,Android,Giza,18-24
U005301,2024-09-28 23:27:31,organic,iOS,Alexandria,25-34
U005302,2024-07-13 18:42:03,paid_social,iOS,Giza,18-24
U005303,2024-04-10 08:10:41,paid_search,Android,Cairo,25-34
U005304,2024-04-19 16:39:31,organic,iOS,Dakahlia,18-24
U005305,2024-03-11 15:35:28,organic,iOS,Giza,25-34
U005306,2024-08-03 21:46:01,partnership,iOS,Alexandria,18-24
U005307,2024-07-06 12:28:08,referral,iOS,Dakahlia,25-34
U005308,2024-11-13 16:53:29,referral,iOS,Cairo,25-34
U005309,2024-05-23 07:43:48,paid_search,Web,Dakahlia,35-44
U005310,2024-04-16 18:04:42,organic,iOS,Cairo,25-34
U005311,2024-04-17 09:15:01,partnership,iOS,Giza,35-44
U005312,2024-03-18 09:41:06,partnership,iOS,Giza,18-24
U005313,2024-01-10 00:19:59,referral,Android,Giza,18-24
U005314,2024-11-28 04:05:40,referral,Android,Alexandria,55+
U005315,2024-11-27 20:47:51,referral,iOS,Dakahlia,25-34
U005316,2024-03-22 22:35:01,organic,Android,Cairo,25-34
U005317,2024-01-11 04:17:39,referral,iOS,Cairo,18-24
U005318,2024-10-16 15:59:29,paid_search,Android,Cairo,18-24
U005319,2024-11-12 12:29:17,paid_social,iOS,Giza,45-54
U005320,2024-01-22 02:19:04,paid_social,iOS,Alexandria,35-44
U005321,2024-06-28 15:36:12,paid_social,iOS,Alexandria,25-34
U005322,2024-04-04 12:48:27,paid_social,iOS,Dakahlia,45-54
U005323,2024-05-03 14:35:44,organic,Android,Dakahlia,25-34
U005324,2024-05-19 05:44:12,paid_social,iOS,Cairo,35-44
U005325,2024-08-26 15:52:35,paid_social,Android,Alexandria,25-34
U005326,2024-11-23 01:48:54,paid_social,iOS,Cairo,25-34
U005327,2024-06-03 04:16:48,paid_search,Android,Dakahlia,18-24
U005328,2024-05-25 12:43:52,paid_search,iOS,Dakahlia,35-44
U005329,2024-09-02 15:43:31,paid_social,Android,Dakahlia,18-24
U005330,2024-04-16 22:50:58,organic,iOS,Giza,35-44
U005331,2024-08-09 12:13:52,referral,iOS,Alexandria,18-24
U005332,2024-03-27 04:22:33,paid_social,iOS,Alexandria,18-24
U005333,2024-01-30 17:13:07,organic,Android,Alexandria,45-54
U005334,2024-07-11 02:03:24,paid_social,Android,Cairo,25-34
U005335,2024-01-04 01:23:57,paid_search,iOS,Sharqia,18-24
U005336,2024-02-21 17:29:13,paid_social,iOS,Alexandria,45-54
U005337,2024-09-07 04:52:47,partnership,iOS,Sharqia,25-34
U005338,2024-01-30 02:31:59,paid_social,iOS,Dakahlia,18-24
U005339,2024-07-04 10:29:25,organic,Android,Dakahlia,25-34
U005340,2024-01-23 02:15:11,partnership,iOS,Giza,25-34
U005341,2024-02-16 07:56:21,paid_social,iOS,Cairo,25-34
U005342,2024-01-17 10:25:20,referral,Android,Cairo,45-54
U005343,2024-10-17 22:46:33,referral,iOS,Giza,18-24
U005344,2024-01-26 05:24:01,organic,iOS,Cairo,18-24
U005345,2024-02-01 16:32:26,paid_social,Android,Cairo,18-24
U005346,2024-07-12 15:16:05,paid_social,iOS,Giza,18-24
U005347,2024-11-28 11:04:02,organic,Android,Dakahlia,25-34
U005348,2024-11-04 01:08:10,referral,Android,Dakahlia,45-54
U005349,2024-11-03 00:37:40,organic,iOS,Cairo,25-34
U005350,2024-01-25 04:01:02,paid_social,iOS,Sharqia,18-24
U005351,2024-05-04 08:47:20,referral,iOS,Giza,35-44
U005352,2024-08-03 10:02:03,organic,iOS,Giza,25-34
U005353,2024-04-06 16:01:50,organic,Android,Cairo,25-34
U005354,2024-02-14 16:42:54,referral,iOS,Giza,18-24
U005355,2024-08-24 05:43:31,referral,Android,Giza,18-24
U005356,2024-08-22 10:11:40,referral,Android,Giza,18-24
U005357,2024-09-01 06:30:18,paid_social,Android,Alexandria,18-24
U005358,2024-08-21 12:42:48,referral,Android,Dakahlia,25-34
U005359,2024-02-13 23:49:46,paid_social,Android,Sharqia,18-24
U005360,2024-03-02 17:21:29,organic,Android,Dakahlia,18-24
U005361,2024-07-21 13:24:34,organic,Android,Cairo,25-34
U005362,2024-06-23 19:20:23,referral,iOS,Alexandria,35-44
U005363,2024-05-09 17:11:55,referral,Android,Cairo,35-44
U005364,2024-07-13 16:47:12,paid_social,Android,Giza,18-24
U005365,2024-01-01 01:08:58,referral,iOS,Dakahlia,18-24
U005366,2024-08-30 08:59:36,partnership,Web,Cairo,35-44
U005367,2024-11-24 17:38:48,organic,Android,Sharqia,25-34
U005368,2024-10-03 03:32:01,organic,Android,Giza,35-44
U005369,2024-06-03 20:36:35,paid_search,iOS,Cairo,18-24
U005370,2024-02-14 17:20:44,referral,Web,Alexandria,18-24
U005371,2024-09-28 02:51:19,paid_social,Android,Cairo,35-44
U005372,2024-10-03 05:16:22,organic,Android,Giza,45-54
U005373,2024-07-15 17:52:48,paid_social,Android,Cairo,25-34
U005374,2024-10-18 18:39:48,organic,iOS,Giza,55+
U005375,2024-05-02 18:53:10,organic,iOS,Giza,25-34
U005376,2024-06-05 06:25:50,paid_search,Android,Alexandria,45-54
U005377,2024-08-04 03:32:47,referral,iOS,Cairo,25-34
U005378,2024-09-19 00:54:11,referral,Android,Giza,25-34
U005379,2024-10-21 22:24:46,organic,iOS,Alexandria,25-34
U005380,2024-10-28 13:41:19,paid_search,iOS,Sharqia,18-24
U005381,2024-11-03 15:29:02,paid_search,iOS,Alexandria,18-24
U005382,2024-08-07 03:34:56,partnership,Android,Cairo,25-34
U005383,2024-06-21 10:39:52,paid_social,iOS,Giza,18-24
U005384,2024-01-10 08:31:41,referral,iOS,Giza,25-34
U005385,2024-09-14 13:33:56,referral,iOS,Cairo,25-34
U005386,2024-09-24 01:21:51,paid_social,Android,Alexandria,18-24
U005387,2024-09-01 11:44:33,partnership,Android,Giza,35-44
U005388,2024-01-02 07:22:15,partnership,iOS,Cairo,18-24
U005389,2024-06-12 23:03:38,paid_social,Android,Cairo,18-24
U005390,2024-10-16 02:11:08,paid_social,iOS,Giza,35-44
U005391,2024-05-23 23:41:37,referral,iOS,Giza,25-34
U005392,2024-11-02 18:15:30,paid_search,Android,Dakahlia,18-24
U005393,2024-08-07 01:37:01,referral,iOS,Alexandria,18-24
U005394,2024-09-13 23:07:37,paid_social,iOS,Alexandria,25-34
U005395,2024-06-15 07:39:12,paid_social,iOS,Giza,18-24
U005396,2024-02-19 13:04:10,referral,Web,Giza,55+
U005397,2024-02-22 08:32:15,partnership,Android,Giza,45-54
U005398,2024-05-30 07:59:13,referral,Android,Cairo,18-24
U005399,2024-09-06 04:36:45,referral,Android,Cairo,45-54
U005400,2024-11-03 02:53:35,paid_social,iOS,Giza,25-34
U005401,2024-09-01 01:42:14,referral,Android,Alexandria,25-34
U005402,2024-05-06 23:26:01,organic,iOS,Cairo,18-24
U005403,2024-04-16 23:12:17,referral,Android,Cairo,18-24
U005404,2024-01-21 00:34:45,referral,Android,Dakahlia,45-54
U005405,2024-01-24 10:48:30,paid_search,iOS,Sharqia,25-34
U005406,2024-05-12 18:59:30,paid_social,iOS,Cairo,25-34
U005407,2024-03-06 07:02:59,organic,Android,Alexandria,18-24
U005408,2024-05-30 06:35:38,referral,iOS,Cairo,45-54
U005409,2024-04-12 03:25:50,referral,iOS,Cairo,25-34
U005410,2024-09-15 01:39:24,organic,iOS,Alexandria,25-34
U005411,2024-10-01 09:01:43,paid_search,Android,Cairo,18-24
U005412,2024-09-04 00:51:57,organic,Android,Giza,45-54
U005413,2024-10-15 05:55:49,paid_social,Android,Alexandria,25-34
U005414,2024-02-04 11:57:52,referral,Android,Dakahlia,18-24
U005415,2024-06-15 21:15:34,referral,Android,Giza,25-34
U005416,2024-06-25 02:14:15,referral,iOS,Cairo,35-44
U005417,2024-06-12 06:40:26,organic,iOS,Cairo,25-34
U005418,2024-10-16 12:19:57,paid_social,Android,Dakahlia,35-44
U005419,2024-04-30 22:58:15,referral,Android,Dakahlia,25-34
U005420,2024-10-23 05:01:38,organic,Android,Alexandria,35-44
U005421,2024-09-11 09:27:09,referral,Android,Cairo,35-44
U005422,2024-07-14 03:13:45,organic,Android,Dakahlia,35-44
U005423,2024-10-06 09:41:36,paid_social,Android,Cairo,25-34
U005424,2024-11-29 06:18:48,referral,iOS,Cairo,18-24
U005425,2024-06-02 17:23:08,partnership,iOS,Sharqia,45-54
U005426,2024-11-10 08:42:45,referral,Android,Dakahlia,25-34
U005427,2024-05-21 08:44:26,referral,iOS,Giza,25-34
U005428,2024-09-29 12:01:42,organic,Android,Cairo,18-24
U005429,2024-06-09 11:45:52,partnership,iOS,Alexandria,35-44
U005430,2024-10-16 05:33:47,partnership,Android,Giza,25-34
U005431,2024-03-03 16:55:55,organic,Android,Giza,18-24
U005432,2024-02-29 09:18:24,paid_social,Android,Alexandria,45-54
U005433,2024-08-22 16:28:37,partnership,iOS,Sharqia,18-24
U005434,2024-01-23 07:28:36,organic,Web,Cairo,25-34
U005435,2024-04-29 07:58:00,referral,iOS,Cairo,25-34
U005436,2024-07-05 19:21:53,paid_search,Android,Cairo,55+
U005437,2024-11-01 01:45:27,referral,Android,Giza,18-24
U005438,2024-10-31 09:26:18,paid_social,iOS,Giza,25-34
U005439,2024-03-01 16:01:24,paid_search,Android,Giza,25-34
U005440,2024-09-09 23:57:53,referral,Android,Cairo,18-24
U005441,2024-09-17 20:10:36,referral,Android,Dakahlia,45-54
U005442,2024-11-20 21:03:53,referral,Android,Cairo,35-44
U005443,2024-11-04 00:14:34,organic,Android,Cairo,35-44
U005444,2024-09-12 14:21:46,paid_social,iOS,Giza,45-54
U005445,2024-04-26 02:45:15,referral,Android,Cairo,35-44
U005446,2024-10-01 07:23:17,organic,Android,Alexandria,25-34
U005447,2024-10-11 15:47:05,paid_search,iOS,Alexandria,25-34
U005448,2024-09-07 19:31:47,referral,Android,Cairo,35-44
U005449,2024-07-06 16:21:05,paid_search,Android,Cairo,25-34
U005450,2024-02-13 23:38:35,paid_search,Android,Alexandria,25-34
U005451,2024-07-06 00:59:22,organic,iOS,Cairo,25-34
U005452,2024-11-23 17:53:40,paid_social,iOS,Alexandria,35-44
U005453,2024-05-16 01:47:58,paid_search,iOS,Giza,55+
U005454,2024-03-15 21:08:43,referral,Android,Cairo,35-44
U005455,2024-09-21 19:29:21,paid_social,Android,Giza,18-24
U005456,2024-08-08 06:04:17,paid_social,iOS,Giza,25-34
U005457,2024-01-04 23:35:26,paid_search,iOS,Dakahlia,35-44
U005458,2024-06-14 01:38:29,paid_social,Android,Dakahlia,18-24
U005459,2024-07-10 06:30:23,paid_social,iOS,Cairo,45-54
U005460,2024-11-15 02:42:18,organic,iOS,Cairo,18-24
U005461,2024-09-10 07:03:21,paid_search,Android,Giza,25-34
U005462,2024-11-08 14:16:24,organic,Android,Giza,55+
U005463,2024-10-14 15:14:20,paid_social,Android,Cairo,35-44
U005464,2024-07-26 08:17:07,paid_social,Android,Alexandria,35-44
U005465,2024-08-01 12:19:33,organic,iOS,Giza,55+
U005466,2024-05-10 19:11:59,paid_social,Android,Giza,35-44
U005467,2024-03-09 17:48:54,organic,iOS,Giza,55+
U005468,2024-03-14 23:56:44,paid_social,iOS,Cairo,35-44
U005469,2024-02-08 13:15:22,partnership,iOS,Cairo,35-44
U005470,2024-08-30 06:38:15,referral,iOS,Alexandria,35-44
U005471,2024-09-17 06:20:51,paid_social,iOS,Cairo,18-24
U005472,2024-07-09 10:13:34,paid_search,Android,Sharqia,35-44
U005473,2024-11-25 11:47:02,referral,Android,Cairo,55+
U005474,2024-04-10 12:56:34,referral,iOS,Cairo,25-34
U005475,2024-06-19 01:28:45,paid_search,Android,Cairo,18-24
U005476,2024-07-01 22:22:29,referral,Android,Giza,18-24
U005477,2024-05-05 15:08:40,referral,iOS,Alexandria,18-24
U005478,2024-04-30 12:03:12,referral,iOS,Giza,25-34
U005479,2024-04-16 23:16:53,paid_social,iOS,Dakahlia,25-34
U005480,2024-06-10 04:10:13,paid_social,iOS,Alexandria,55+
U005481,2024-05-04 13:19:16,organic,Android,Cairo,45-54
U005482,2024-07-28 09:50:39,organic,iOS,Giza,25-34
U005483,2024-02-09 17:42:52,referral,iOS,Dakahlia,35-44
U005484,2024-01-09 22:04:52,referral,iOS,Cairo,25-34
U005485,2024-09-19 02:12:00,partnership,Android,Cairo,18-24
U005486,2024-10-23 05:36:09,partnership,iOS,Giza,45-54
U005487,2024-09-07 02:35:07,referral,Android,Alexandria,18-24
U005488,2024-01-08 19:10:12,paid_search,iOS,Alexandria,45-54
U005489,2024-08-16 03:03:13,organic,Android,Dakahlia,25-34
U005490,2024-11-28 14:12:22,referral,Android,Cairo,25-34
U005491,2024-03-31 06:01:38,paid_social,Android,Giza,35-44
U005492,2024-03-21 19:30:52,paid_social,Android,Cairo,25-34
U005493,2024-11-02 23:45:50,paid_search,Android,Cairo,45-54
U005494,2024-09-27 18:17:55,organic,Android,Giza,25-34
U005495,2024-02-14 04:17:22,organic,Android,Cairo,55+
U005496,2024-02-22 12:52:50,paid_social,iOS,Giza,35-44
U005497,2024-02-27 12:23:31,organic,Android,Cairo,25-34
U005498,2024-01-07 05:04:04,paid_search,Web,Cairo,35-44
U005499,2024-01-08 13:13:36,paid_search,iOS,Cairo,25-34
U005500,2024-09-11 11:38:43,paid_social,Web,Dakahlia,35-44
U005501,2024-05-13 12:35:23,organic,Android,Alexandria,35-44
U005502,2024-10-15 15:26:18,paid_social,Android,Cairo,25-34
U005503,2024-11-19 08:59:21,organic,Android,Alexandria,45-54
U005504,2024-08-01 22:39:18,organic,Android,Giza,25-34
U005505,2024-08-30 16:45:12,paid_social,iOS,Cairo,18-24
U005506,2024-09-21 15:09:08,paid_search,iOS,Dakahlia,35-44
U005507,2024-01-18 01:37:00,paid_social,Android,Sharqia,35-44
U005508,2024-04-20 16:30:54,paid_search,Web,Alexandria,18-24
U005509,2024-11-10 07:59:53,referral,Android,Alexandria,35-44
U005510,2024-01-22 09:43:15,organic,iOS,Dakahlia,25-34
U005511,2024-09-27 20:04:39,partnership,iOS,Alexandria,18-24
U005512,2024-01-12 10:48:56,referral,Android,Dakahlia,25-34
U005513,2024-06-03 12:23:18,referral,iOS,Cairo,18-24
U005514,2024-09-11 15:30:53,referral,Android,Alexandria,25-34
U005515,2024-08-18 12:01:58,paid_social,iOS,Sharqia,35-44
U005516,2024-09-10 21:45:40,organic,iOS,Cairo,18-24
U005517,2024-11-15 15:20:03,organic,iOS,Cairo,25-34
U005518,2024-05-22 07:02:01,partnership,iOS,Giza,25-34
U005519,2024-11-10 19:10:40,paid_search,Android,Sharqia,45-54
U005520,2024-10-07 01:48:25,referral,iOS,Cairo,35-44
U005521,2024-10-18 23:39:37,organic,iOS,Sharqia,18-24
U005522,2024-06-28 23:47:50,paid_search,Android,Giza,55+
U005523,2024-09-16 12:59:59,referral,Android,Sharqia,25-34
U005524,2024-03-06 14:08:32,paid_social,Android,Giza,25-34
U005525,2024-10-30 16:16:48,referral,iOS,Giza,18-24
U005526,2024-02-19 23:33:40,paid_search,iOS,Dakahlia,45-54
U005527,2024-09-11 13:31:40,organic,Android,Cairo,25-34
U005528,2024-04-14 16:15:04,organic,Android,Sharqia,55+
U005529,2024-11-18 22:15:14,paid_social,iOS,Cairo,18-24
U005530,2024-02-07 02:20:28,partnership,iOS,Cairo,25-34
U005531,2024-06-04 17:10:58,referral,Android,Giza,18-24
U005532,2024-09-12 12:20:54,organic,Android,Cairo,25-34
U005533,2024-11-12 07:26:13,paid_social,Android,Giza,45-54
U005534,2024-10-23 23:43:36,paid_social,iOS,Giza,18-24
U005535,2024-09-26 14:02:44,paid_search,iOS,Cairo,18-24
U005536,2024-09-08 19:42:33,partnership,iOS,Cairo,35-44
U005537,2024-03-18 17:58:46,referral,iOS,Alexandria,18-24
U005538,2024-04-07 23:20:48,paid_social,Web,Dakahlia,25-34
U005539,2024-02-21 06:31:39,referral,iOS,Dakahlia,25-34
U005540,2024-02-15 00:52:31,paid_social,Android,Cairo,35-44
U005541,2024-11-02 15:07:46,paid_social,Android,Sharqia,18-24
U005542,2024-01-23 13:07:41,paid_search,iOS,Cairo,45-54
U005543,2024-03-26 00:50:00,partnership,Android,Cairo,35-44
U005544,2024-09-27 08:25:34,paid_social,Android,Cairo,18-24
U005545,2024-02-28 05:57:41,organic,Web,Alexandria,18-24
U005546,2024-07-23 13:52:28,referral,iOS,Giza,55+
U005547,2024-10-28 10:54:38,paid_social,iOS,Alexandria,25-34
U005548,2024-03-29 00:11:16,paid_social,iOS,Dakahlia,25-34
U005549,2024-08-28 18:39:18,organic,iOS,Giza,18-24
U005550,2024-06-07 00:58:07,paid_social,iOS,Cairo,18-24
U005551,2024-11-16 14:39:41,referral,Android,Giza,25-34
U005552,2024-04-08 23:29:55,paid_social,iOS,Cairo,25-34
U005553,2024-05-30 21:41:02,referral,Android,Giza,35-44
U005554,2024-09-05 14:57:51,paid_social,Android,Alexandria,35-44
U005555,2024-01-19 02:01:58,paid_search,Android,Cairo,25-34
U005556,2024-03-01 17:53:20,organic,iOS,Cairo,18-24
U005557,2024-11-06 17:55:02,paid_search,iOS,Dakahlia,35-44
U005558,2024-04-09 00:42:15,referral,Android,Giza,25-34
U005559,2024-06-27 19:51:48,referral,iOS,Sharqia,55+
U005560,2024-02-01 18:26:44,referral,Android,Alexandria,35-44
U005561,2024-10-17 05:39:17,paid_social,Android,Sharqia,25-34
U005562,2024-01-19 09:03:39,organic,Android,Alexandria,25-34
U005563,2024-09-11 03:48:37,referral,Android,Giza,18-24
U005564,2024-04-24 16:29:41,referral,iOS,Cairo,25-34
U005565,2024-09-26 21:26:56,organic,Android,Cairo,35-44
U005566,2024-03-14 13:39:41,referral,iOS,Dakahlia,25-34
U005567,2024-06-23 04:23:44,partnership,Android,Giza,25-34
U005568,2024-01-07 21:09:17,referral,iOS,Dakahlia,35-44
U005569,2024-03-24 19:05:14,organic,iOS,Cairo,18-24
U005570,2024-10-17 20:57:03,referral,iOS,Giza,18-24
U005571,2024-01-12 11:02:01,partnership,Web,Cairo,25-34
U005572,2024-11-27 04:39:14,referral,Android,Cairo,35-44
U005573,2024-08-02 03:31:05,organic,Android,Dakahlia,35-44
U005574,2024-05-14 15:45:13,paid_social,iOS,Alexandria,25-34
U005575,2024-03-31 19:24:30,organic,Android,Sharqia,35-44
U005576,2024-07-07 01:16:43,referral,iOS,Alexandria,18-24
U005577,2024-07-18 18:37:38,referral,iOS,Sharqia,18-24
U005578,2024-06-28 12:27:15,paid_search,Android,Giza,35-44
U005579,2024-03-02 00:30:25,partnership,Web,Alexandria,18-24
U005580,2024-06-27 22:27:20,referral,iOS,Cairo,18-24
U005581,2024-02-17 13:32:25,paid_search,Android,Dakahlia,18-24
U005582,2024-11-03 17:10:51,paid_social,Android,Dakahlia,25-34
U005583,2024-11-09 22:04:58,paid_search,Web,Alexandria,35-44
U005584,2024-06-06 07:46:21,organic,Android,Giza,35-44
U005585,2024-05-22 14:20:22,referral,Web,Alexandria,45-54
U005586,2024-05-31 08:25:26,paid_search,Android,Giza,18-24
U005587,2024-03-17 15:39:26,paid_search,iOS,Sharqia,55+
U005588,2024-01-21 06:36:37,referral,iOS,Cairo,25-34
U005589,2024-04-08 05:13:34,paid_search,iOS,Giza,45-54
U005590,2024-02-09 23:06:54,paid_social,Android,Alexandria,45-54
U005591,2024-03-20 12:31:19,paid_search,Android,Alexandria,25-34
U005592,2024-04-03 00:59:22,organic,Android,Dakahlia,18-24
U005593,2024-04-18 21:54:04,paid_social,Android,Cairo,25-34
U005594,2024-02-03 11:18:32,organic,iOS,Cairo,25-34
U005595,2024-03-26 03:12:46,organic,iOS,Giza,18-24
U005596,2024-07-11 03:12:32,organic,iOS,Giza,18-24
U005597,2024-07-31 19:20:00,referral,Android,Alexandria,25-34
U005598,2024-04-01 14:11:30,referral,iOS,Cairo,18-24
U005599,2024-02-25 12:59:53,paid_search,iOS,Cairo,35-44
U005600,2024-10-06 02:38:31,referral,iOS,Cairo,18-24
U005601,2024-06-27 16:33:45,referral,iOS,Giza,25-34
U005602,2024-01-27 22:47:56,organic,iOS,Alexandria,18-24
U005603,2024-01-06 14:31:13,paid_social,iOS,Giza,45-54
U005604,2024-10-10 18:01:22,organic,Web,Cairo,35-44
U005605,2024-06-15 00:08:21,organic,iOS,Cairo,18-24
U005606,2024-09-10 08:49:04,organic,Android,Cairo,35-44
U005607,2024-11-15 02:04:17,referral,iOS,Giza,18-24
U005608,2024-11-19 22:27:40,referral,Android,Cairo,35-44
U005609,2024-03-03 08:09:19,referral,Android,Sharqia,25-34
U005610,2024-10-26 05:42:36,paid_search,Android,Cairo,18-24
U005611,2024-03-06 08:34:55,paid_social,Android,Alexandria,25-34
U005612,2024-07-21 14:07:44,partnership,Android,Alexandria,18-24
U005613,2024-06-23 19:03:16,organic,Android,Cairo,35-44
U005614,2024-01-01 19:34:23,paid_search,Android,Dakahlia,35-44
U005615,2024-06-19 23:46:04,referral,Android,Dakahlia,35-44
U005616,2024-03-04 02:04:12,referral,iOS,Cairo,45-54
U005617,2024-03-20 07:35:02,partnership,Android,Giza,35-44
U005618,2024-04-20 04:56:31,paid_social,Android,Giza,25-34
U005619,2024-07-11 12:45:11,paid_social,iOS,Sharqia,45-54
U005620,2024-08-15 08:34:33,referral,Android,Alexandria,45-54
U005621,2024-08-10 07:36:48,partnership,Android,Cairo,35-44
U005622,2024-06-04 10:47:34,organic,Android,Alexandria,45-54
U005623,2024-09-01 02:46:36,organic,Web,Alexandria,55+
U005624,2024-03-02 08:39:32,organic,iOS,Giza,18-24
U005625,2024-09-08 00:37:04,referral,iOS,Sharqia,18-24
U005626,2024-02-29 05:22:14,paid_search,Android,Cairo,25-34
U005627,2024-10-31 16:48:38,referral,iOS,Dakahlia,55+
U005628,2024-09-15 22:46:12,paid_search,iOS,Sharqia,18-24
U005629,2024-05-31 16:56:32,referral,Android,Sharqia,35-44
U005630,2024-05-04 05:28:16,referral,iOS,Giza,45-54
U005631,2024-04-07 12:17:01,referral,iOS,Giza,55+
U005632,2024-07-02 17:02:08,referral,iOS,Cairo,25-34
U005633,2024-10-12 15:43:38,organic,Android,Sharqia,25-34
U005634,2024-11-21 09:34:16,referral,iOS,Alexandria,18-24
U005635,2024-03-09 04:11:38,paid_social,iOS,Cairo,55+
U005636,2024-09-30 15:45:00,referral,Android,Alexandria,45-54
U005637,2024-04-02 21:52:02,organic,iOS,Giza,35-44
U005638,2024-10-24 19:17:34,paid_social,Android,Alexandria,45-54
U005639,2024-05-19 13:11:56,organic,iOS,Giza,18-24
U005640,2024-06-19 07:55:32,referral,Android,Alexandria,25-34
U005641,2024-06-05 14:38:34,referral,Android,Cairo,18-24
U005642,2024-02-26 06:05:19,referral,Android,Cairo,35-44
U005643,2024-07-03 02:46:49,partnership,iOS,Alexandria,18-24
U005644,2024-06-11 16:06:19,organic,iOS,Cairo,18-24
U005645,2024-11-22 06:30:39,referral,Android,Alexandria,45-54
U005646,2024-04-17 16:28:08,organic,iOS,Cairo,35-44
U005647,2024-08-24 07:45:57,paid_search,Android,Dakahlia,55+
U005648,2024-08-21 07:45:31,referral,iOS,Giza,25-34
U005649,2024-04-07 13:51:04,paid_search,Android,Giza,25-34
U005650,2024-08-07 01:16:39,paid_social,Android,Cairo,25-34
U005651,2024-05-11 03:36:23,paid_search,Web,Cairo,45-54
U005652,2024-01-09 22:59:12,referral,iOS,Giza,35-44
U005653,2024-07-23 16:39:56,paid_social,iOS,Giza,45-54
U005654,2024-02-23 11:33:12,referral,Web,Cairo,18-24
U005655,2024-01-16 11:36:08,partnership,Android,Cairo,25-34
U005656,2024-02-05 18:35:30,paid_search,iOS,Sharqia,45-54
U005657,2024-04-28 15:06:19,organic,Android,Cairo,18-24
U005658,2024-09-30 13:48:34,paid_social,iOS,Cairo,25-34
U005659,2024-07-30 16:55:17,referral,Web,Cairo,25-34
U005660,2024-05-04 01:29:12,referral,iOS,Giza,25-34
U005661,2024-01-17 06:35:50,paid_social,Android,Giza,18-24
U005662,2024-10-24 08:20:29,referral,Android,Alexandria,35-44
U005663,2024-05-16 16:02:36,paid_search,Android,Cairo,55+
U005664,2024-07-05 15:31:30,organic,Android,Alexandria,18-24
U005665,2024-01-15 05:30:58,paid_social,iOS,Cairo,25-34
U005666,2024-06-18 14:05:53,organic,Android,Alexandria,18-24
U005667,2024-10-31 18:44:56,partnership,Web,Cairo,25-34
U005668,2024-09-24 01:21:06,organic,Android,Cairo,25-34
U005669,2024-10-03 03:35:38,organic,Android,Giza,25-34
U005670,2024-09-24 19:12:52,partnership,Android,Giza,18-24
U005671,2024-06-22 10:49:17,paid_search,iOS,Dakahlia,25-34
U005672,2024-09-06 05:26:53,paid_social,Android,Alexandria,25-34
U005673,2024-11-27 04:51:51,referral,iOS,Sharqia,45-54
U005674,2024-06-14 20:38:10,partnership,iOS,Sharqia,18-24
U005675,2024-01-18 06:52:31,referral,Android,Cairo,35-44
U005676,2024-08-28 04:02:09,paid_social,iOS,Alexandria,25-34
U005677,2024-08-10 09:14:07,referral,iOS,Giza,18-24
U005678,2024-05-25 07:11:03,organic,iOS,Giza,25-34
U005679,2024-04-26 20:12:05,partnership,iOS,Sharqia,35-44
U005680,2024-05-14 02:20:53,referral,Android,Giza,25-34
U005681,2024-11-23 17:05:15,referral,Android,Alexandria,18-24
U005682,2024-04-11 04:47:42,paid_search,iOS,Alexandria,45-54
U005683,2024-05-14 03:23:36,referral,Android,Alexandria,18-24
