case_id,user_id,submitted_time,decision_time,decision,failure_reason,device_os,region
KYC002274,U003987,2024-10-13 17:46:38.011764,2024-10-15 07:52:45.835628,approved,,iOS,Cairo
KYC002275,U003990,2024-05-14 06:06:40.361457,2024-05-15 03:18:15.505402,approved,,Android,Cairo
KYC002276,U003992,2024-09-15 15:17:57.776594,2024-09-19 02:57:41.342243,approved,,iOS,Cairo
KYC002277,U003998,2024-04-05 06:39:42.754234,2024-04-05 18:59:24.476446,approved,,Android,Dakahlia
KYC002278,U004001,2024-04-01 09:40:38.294135,2024-04-02 09:07:45.664496,approved,,Android,Cairo
KYC002279,U004005,2024-09-23 12:48:14.710667,2024-09-26 16:03:03.908354,approved,,Android,Dakahlia
KYC002280,U004006,2024-04-12 19:01:02.661223,2024-04-17 23:47:25.174910,rejected,watchlist_hit,iOS,Giza
KYC002281,U004007,2024-08-06 05:31:34.856767,2024-08-09 19:25:22.922281,approved,,Android,Alexandria
KYC002282,U004011,2024-06-14 22:33:30.716158,2024-06-16 17:09:02.365477,approved,,Android,Giza
KYC002283,U004012,2024-10-13 09:13:21.486025,2024-10-16 06:22:27.316366,approved,,Android,Sharqia
KYC002284,U004013,2024-08-10 07:53:01.327972,2024-08-10 10:00:30.723738,approved,,iOS,Cairo
KYC002285,U004016,2024-08-30 07:54:49.774072,2024-09-06 00:21:02.963493,approved,,iOS,Cairo
KYC002286,U004018,2024-11-06 21:39:20.288974,2024-11-07 13:22:37.169278,approved,,Android,Cairo
KYC002287,U004019,2024-03-11 01:40:20.086947,2024-03-13 12:28:49.353524,approved,,iOS,Giza
KYC002288,U004020,2024-06-25 22:09:46.948717,2024-06-26 17:34:01.452241,approved,,Android,Cairo
KYC002289,U004021,2024-10-15 11:05:08.684914,2024-10-16 11:13:34.539572,rejected,watchlist_hit,Android,Cairo
KYC002290,U004022,2024-02-01 15:37:37.955172,2024-02-02 03:05:13.362999,rejected,document_quality,iOS,Sharqia
KYC002291,U004023,2024-09-20 15:49:07.333924,2024-09-21 09:22:09.669627,rejected,duplicate_account,iOS,Cairo
KYC002292,U004024,2024-11-18 19:21:56.967561,2024-11-19 13:00:59.663414,rejected,identity_mismatch,Android,Alexandria
KYC002293,U004030,2024-03-08 21:54:59.461777,2024-03-11 19:52:51.577129,approved,,iOS,Giza
KYC002294,U004033,2024-11-11 22:27:28.615701,2024-11-15 02:15:36.295707,approved,,iOS,Giza
KYC002295,U004035,2024-08-21 17:49:44.172942,2024-08-22 19:51:07.859181,rejected,age_restriction,Android,Sharqia
KYC002296,U004036,2024-06-22 19:20:14.568421,2024-06-24 00:52:15.724246,approved,,Android,Alexandria
KYC002297,U004037,2024-04-06 20:23:08.005156,2024-04-09 06:52:17.106636,rejected,document_quality,Android,Alexandria
KYC002298,U004038,2024-02-15 16:24:16.000516,2024-02-16 11:46:39.336801,approved,,iOS,Cairo
KYC002299,U004039,2024-02-14 07:40:23.288479,2024-02-15 00:38:38.511678,rejected,identity_mismatch,Android,Cairo
KYC002300,U004040,2024-05-12 06:17:16.326703,2024-05-16 09:36:08.749180,approved,,iOS,Alexandria
KYC002301,U004041,2024-03-19 21:34:41.932816,2024-03-20 02:51:23.814506,approved,,Android,Cairo
KYC002302,U004043,2024-06-29 04:05:30.575727,2024-07-04 00:57:59.619745,approved,,Android,Cairo
KYC002303,U004044,2024-04-17 07:04:33.670395,2024-04-20 14:48:52.266399,approved,,Android,Dakahlia
KYC002304,U004049,2024-03-19 10:12:30.924374,2024-03-24 20:24:30.300204,approved,,Android,Cairo
KYC002305,U004050,2024-04-21 07:38:05.878757,2024-04-21 20:53:01.970783,rejected,identity_mismatch,Android,Dakahlia
KYC002306,U004051,2024-08-07 19:43:29.447851,2024-08-10 02:25:40.941029,approved,,Android,Cairo
KYC002307,U004053,2024-09-12 06:16:54.491771,2024-09-14 13:47:56.022843,approved,,iOS,Alexandria
KYC002308,U004058,2024-11-16 14:44:38.971206,2024-11-17 23:48:48.815341,approved,,Android,Dakahlia
KYC002309,U004061,2024-07-10 12:20:21.373534,2024-07-13 09:10:27.923827,approved,,Android,Giza
KYC002310,U004064,2024-05-16 08:15:03.580890,2024-05-19 22:00:55.743686,approved,,Android,Cairo
KYC002311,U004065,2024-02-28 22:24:14.897269,2024-02-29 02:04:54.913099,approved,,iOS,Dakahlia
KYC002312,U004067,2024-02-04 19:12:59.185416,2024-02-05 07:37:57.542779,approved,,Android,Sharqia
KYC002313,U004069,2024-04-12 05:58:33.307273,2024-04-12 16:28:51.020053,approved,,Android,Sharqia
KYC002314,U004070,2024-02-09 15:07:01.712560,2024-02-10 17:27:28.385893,rejected,identity_mismatch,iOS,Cairo
KYC002315,U004071,2024-06-08 15:10:55.804266,2024-06-09 04:16:24.537748,rejected,watchlist_hit,Android,Alexandria
KYC002316,U004072,2024-07-30 00:04:21.894815,2024-07-31 03:17:26.817984,approved,,Android,Giza
KYC002317,U004073,2024-11-16 16:16:13.454871,2024-11-17 13:14:32.626405,approved,,Android,Giza
KYC002318,U004075,2024-09-30 06:06:21.207925,2024-09-30 11:52:28.393959,approved,,iOS,Alexandria
KYC002319,U004077,2024-05-06 14:58:31.885704,2024-05-13 07:39:39.750089,approved,,iOS,Alexandria
KYC002320,U004080,2024-04-29 22:06:50.125125,2024-04-30 02:56:50.797961,rejected,duplicate_account,iOS,Cairo
KYC002321,U004081,2024-04-18 04:52:06.555923,2024-04-22 23:45:13.547686,rejected,watchlist_hit,Android,Alexandria
KYC002322,U004082,2024-06-13 04:02:58.842859,2024-06-13 09:02:19.040238,rejected,document_quality,Android,Sharqia
KYC002323,U004083,2024-10-28 15:09:49.401316,2024-11-05 11:55:47.566845,approved,,Web,Cairo
KYC002324,U004084,2024-11-12 16:22:38.948198,2024-11-12 20:00:14.835832,approved,,iOS,Giza
KYC002325,U004087,2024-11-20 15:44:15.861480,2024-11-20 16:07:58.192986,approved,,iOS,Giza
KYC002326,U004088,2024-09-17 08:54:38.463773,2024-09-17 21:21:09.768212,approved,,iOS,Alexandria
KYC002327,U004089,2024-09-10 19:40:53.590566,2024-09-16 13:15:49.057267,rejected,age_restriction,Web,Alexandria
KYC002328,U004090,2024-06-16 19:25:48.496347,2024-06-16 23:42:16.777185,approved,,iOS,Dakahlia
KYC002329,U004095,2024-02-15 15:05:07.944861,2024-02-17 01:47:32.907268,rejected,identity_mismatch,Android,Alexandria
KYC002330,U004097,2024-03-17 04:43:35.892333,2024-03-20 12:52:26.240716,approved,,iOS,Alexandria
KYC002331,U004098,2024-07-13 05:09:37.289601,2024-07-14 11:05:12.515745,approved,,iOS,Cairo
KYC002332,U004099,2024-01-10 11:56:24.708511,2024-01-10 17:20:38.305706,approved,,Android,Cairo
KYC002333,U004102,2024-06-25 12:19:15.311310,2024-06-27 00:04:27.014253,approved,,Android,Cairo
KYC002334,U004103,2024-03-22 13:57:16.629408,2024-03-23 08:19:01.702033,approved,,iOS,Giza
KYC002335,U004104,2024-11-07 23:00:31.236887,2024-11-10 17:18:43.028655,approved,,Android,Cairo
KYC002336,U004105,2024-02-17 03:30:00.337984,2024-02-17 04:49:07.787069,approved,,Android,Giza
KYC002337,U004108,2024-10-16 18:49:17.169549,2024-10-17 00:20:31.696873,approved,,Android,Cairo
KYC002338,U004109,2024-06-15 01:09:40.548602,2024-06-15 04:22:02.348434,rejected,document_quality,iOS,Cairo
KYC002339,U004110,2024-07-19 06:40:06.276691,2024-07-21 11:42:12.034002,approved,,Android,Alexandria
KYC002340,U004114,2024-07-30 06:48:17.305898,2024-07-31 20:10:36.829153,rejected,duplicate_account,Android,Alexandria
KYC002341,U004115,2024-07-12 03:05:59.388014,2024-07-12 06:19:25.278886,approved,,Android,Giza
KYC002342,U004117,2024-04-03 18:45:42.406076,2024-04-04 17:20:47.372525,approved,,Android,Giza
KYC002343,U004118,2024-08-15 21:06:50.055173,2024-08-19 00:43:27.700757,rejected,watchlist_hit,Android,Giza
KYC002344,U004119,2024-09-05 15:12:02.250573,2024-09-06 08:20:02.151303,approved,,iOS,Cairo
KYC002345,U004121,2024-01-14 02:21:35.500215,2024-01-15 02:53:26.939850,rejected,duplicate_account,iOS,Cairo
KYC002346,U004122,2024-09-29 14:36:38.339671,2024-09-30 21:41:22.631263,approved,,iOS,Alexandria
KYC002347,U004124,2024-04-07 00:49:22.012529,2024-04-10 08:52:42.494784,approved,,iOS,Cairo
KYC002348,U004126,2024-03-24 23:38:12.990492,2024-03-25 23:05:24.943455,approved,,iOS,Giza
KYC002349,U004127,2024-04-29 23:11:13.313929,2024-05-01 08:24:18.229834,approved,,Android,Sharqia
KYC002350,U004128,2024-08-04 19:40:06.346849,2024-08-05 07:41:48.892273,approved,,iOS,Giza
KYC002351,U004131,2024-03-12 00:55:09.402952,2024-03-13 02:22:31.163741,approved,,iOS,Cairo
KYC002352,U004132,2024-04-16 04:34:13.237785,2024-04-17 22:44:07.988283,rejected,duplicate_account,Android,Cairo
KYC002353,U004133,2024-08-29 09:38:58.941303,2024-09-02 12:40:59.725465,approved,,Android,Alexandria
KYC002354,U004135,2024-02-27 05:56:53.919355,2024-03-01 03:43:11.678170,approved,,Android,Alexandria
KYC002355,U004136,2024-05-09 09:56:21.517246,2024-05-09 21:59:50.872724,approved,,Android,Giza
KYC002356,U004137,2024-03-18 05:55:38.892784,2024-03-19 07:53:30.544217,rejected,document_quality,Web,Cairo
KYC002357,U004138,2024-03-06 06:14:29.518984,2024-03-06 15:15:04.175835,rejected,document_quality,iOS,Alexandria
KYC002358,U004140,2024-11-13 13:59:30.943203,2024-11-15 05:28:02.931130,approved,,iOS,Dakahlia
KYC002359,U004141,2024-07-22 05:17:24.438632,2024-07-24 19:53:01.452203,rejected,document_quality,iOS,Sharqia
KYC002360,U004142,2024-08-11 14:19:58.130399,2024-08-12 14:49:15.358013,approved,,iOS,Giza
KYC002361,U004143,2024-07-17 06:14:28.230247,2024-07-22 21:41:49.678580,approved,,Web,Cairo
KYC002362,U004144,2024-05-23 06:25:09.519148,2024-05-24 16:46:19.452347,approved,,Android,Giza
KYC002363,U004145,2024-07-18 15:43:06.470595,2024-07-20 06:08:06.665918,approved,,iOS,Cairo
KYC002364,U004146,2024-05-05 14:17:01.566221,2024-05-06 04:10:00.919016,approved,,iOS,Sharqia
KYC002365,U004150,2024-07-11 17:39:25.254685,2024-07-13 02:09:44.998790,rejected,duplicate_account,Android,Alexandria
KYC002366,U004151,2024-05-19 17:17:34.773190,2024-05-20 03:19:34.301596,approved,,Android,Cairo
KYC002367,U004152,2024-03-20 02:52:07.261943,2024-03-21 09:00:40.516387,rejected,identity_mismatch,iOS,Giza
KYC002368,U004153,2024-02-12 10:55:13.615588,2024-02-21 13:19:19.324323,approved,,iOS,Alexandria
KYC002369,U004155,2024-04-09 15:57:10.151482,2024-04-17 22:52:42.829176,approved,,Android,Cairo
KYC002370,U004156,2024-10-11 14:19:41.176244,2024-10-14 17:27:59.371465,approved,,iOS,Dakahlia
KYC002371,U004159,2024-03-07 17:11:32.398304,2024-03-08 01:04:30.726322,rejected,document_quality,Android,Cairo
KYC002372,U004161,2024-07-10 16:21:43.716830,2024-07-11 08:18:43.321147,approved,,iOS,Dakahlia
KYC002373,U004162,2024-04-11 07:54:17.103698,2024-04-16 02:54:07.990445,rejected,watchlist_hit,Android,Giza
KYC002374,U004163,2024-03-22 21:50:05.309229,2024-03-23 18:20:35.240849,approved,,Android,Alexandria
KYC002375,U004164,2024-09-15 14:32:09.058188,2024-09-17 19:05:40.432226,approved,,Android,Alexandria
KYC002376,U004165,2024-07-14 03:52:15.308237,2024-07-14 08:37:54.187651,approved,,Android,Sharqia
KYC002377,U004166,2024-07-26 13:23:54.939500,2024-07-28 00:23:49.991140,rejected,document_quality,iOS,Giza
KYC002378,U004170,2024-03-12 03:44:26.538593,2024-03-15 05:37:54.196316,rejected,watchlist_hit,iOS,Sharqia
KYC002379,U004171,2024-05-12 09:51:31.532464,2024-05-14 07:12:35.947438,approved,,Android,Giza
KYC002380,U004172,2024-06-17 06:28:21.209344,2024-06-18 05:36:04.644316,approved,,iOS,Cairo
KYC002381,U004173,2024-04-22 06:31:31.753739,2024-04-26 10:27:50.622328,rejected,document_quality,iOS,Cairo
KYC002382,U004174,2024-11-22 04:23:59.627118,2024-11-23 12:25:58.325380,approved,,iOS,Alexandria
KYC002383,U004175,2024-09-18 01:53:22.247177,2024-09-22 06:01:09.165577,rejected,document_quality,Web,Giza
KYC002384,U004177,2024-07-28 18:23:03.105977,2024-07-29 09:43:41.137904,rejected,age_restriction,iOS,Dakahlia
KYC002385,U004178,2024-09-17 15:13:56.417037,2024-09-20 10:17:49.667554,approved,,Web,Sharqia
KYC002386,U004179,2024-10-15 23:19:15.305268,2024-10-16 06:01:30.634997,approved,,Android,Cairo
KYC002387,U004180,2024-04-15 10:07:56.211055,2024-04-15 15:56:31.562500,approved,,Android,Giza
KYC002388,U004182,2024-09-05 16:30:22.882587,2024-09-06 08:22:32.479733,rejected,identity_mismatch,iOS,Cairo
KYC002389,U004184,2024-07-03 04:01:05.611412,2024-07-16 03:57:56.798904,approved,,Android,Cairo
KYC002390,U004185,2024-02-09 11:13:10.799358,2024-02-12 19:57:07.324990,approved,,Android,Cairo
KYC002391,U004186,2024-06-16 14:50:43.686061,2024-06-19 18:00:07.792271,approved,,Android,Cairo
KYC002392,U004188,2024-03-03 00:54:15.348597,2024-03-11 09:53:50.261569,rejected,duplicate_account,iOS,Giza
KYC002393,U004189,2024-04-05 18:46:46.886608,2024-04-10 18:12:20.303195,approved,,Android,Giza
KYC002394,U004190,2024-07-23 15:58:55.051215,2024-07-24 04:07:26.643996,approved,,iOS,Giza
KYC002395,U004193,2024-02-03 07:17:02.819694,2024-02-07 20:59:08.321317,rejected,watchlist_hit,Android,Cairo
KYC002396,U004195,2024-05-28 02:07:09.957975,2024-05-28 02:26:55.587478,approved,,iOS,Sharqia
KYC002397,U004196,2024-03-10 23:17:09.376443,2024-03-13 15:10:01.870880,rejected,identity_mismatch,iOS,Giza
KYC002398,U004197,2024-10-03 05:14:35.407608,2024-10-07 21:41:36.029473,approved,,iOS,Cairo
KYC002399,U004200,2024-09-14 20:14:26.897805,2024-09-16 16:29:43.370370,approved,,Web,Giza
KYC002400,U004202,2024-07-06 19:01:59.092930,2024-07-07 07:36:51.805837,approved,,iOS,Cairo
KYC002401,U004203,2024-08-28 02:50:32.521269,2024-08-28 17:55:00.318538,approved,,iOS,Alexandria
KYC002402,U004204,2024-02-08 13:28:45.705597,2024-02-08 14:17:37.132194,approved,,Android,Alexandria
KYC002403,U004205,2024-11-05 09:58:50.959815,2024-11-13 09:35:54.757184,approved,,iOS,Dakahlia
KYC002404,U004210,2024-09-08 20:26:26.951344,2024-09-08 20:48:30.389877,approved,,iOS,Giza
KYC002405,U004211,2024-03-23 21:56:00.549274,2024-03-25 06:54:12.977979,approved,,Android,Cairo
KYC002406,U004212,2024-06-09 03:56:39.351938,2024-06-09 05:07:47.879026,approved,,iOS,Cairo
KYC002407,U004217,2024-11-25 18:56:16.931893,2024-11-25 21:37:00.138841,rejected,age_restriction,Android,Dakahlia
KYC002408,U004219,2024-05-12 21:36:38.451550,2024-05-14 06:14:20.530332,rejected,age_restriction,iOS,Sharqia
KYC002409,U004221,2024-11-10 10:50:48.138001,2024-11-11 07:45:15.540846,approved,,iOS,Giza
KYC002410,U004224,2024-01-11 23:15:08.658232,2024-01-13 10:06:29.671207,rejected,document_quality,iOS,Alexandria
KYC002411,U004225,2024-06-06 15:41:37.809574,2024-06-06 19:25:28.637830,approved,,iOS,Dakahlia
KYC002412,U004226,2024-11-28 06:48:00.460093,2024-11-30 11:49:32.878946,approved,,Android,Giza
KYC002413,U004228,2024-04-09 14:47:20.586130,2024-04-10 15:58:47.637324,approved,,Android,Cairo
KYC002414,U004232,2024-06-25 15:43:42.241620,2024-06-25 18:10:46.367221,approved,,Android,Sharqia
KYC002415,U004234,2024-03-07 08:55:26.829416,2024-03-07 23:41:54.802050,approved,,Android,Cairo
KYC002416,U004238,2024-07-22 07:41:05.064969,2024-07-23 19:11:07.698365,approved,,iOS,Giza
KYC002417,U004241,2024-05-11 19:32:19.352451,2024-05-20 20:48:41.016425,approved,,iOS,Cairo
KYC002418,U004242,2024-05-26 20:06:52.326190,2024-05-29 03:10:03.469021,approved,,iOS,Cairo
KYC002419,U004243,2024-08-17 22:14:36.076945,2024-08-18 09:44:26.425954,rejected,watchlist_hit,Android,Giza
KYC002420,U004246,2024-03-17 02:26:13.018973,2024-03-18 03:11:34.684225,rejected,identity_mismatch,Android,Giza
KYC002421,U004251,2024-10-01 07:52:36.844630,2024-10-02 12:35:21.122884,rejected,watchlist_hit,iOS,Giza
KYC002422,U004252,2024-08-17 23:08:49.933328,2024-08-19 01:41:03.504553,approved,,iOS,Giza
KYC002423,U004253,2024-02-07 18:18:28.080416,2024-02-07 20:25:55.947867,rejected,watchlist_hit,Android,Sharqia
KYC002424,U004254,2024-09-30 16:49:24.799384,2024-10-02 06:50:33.164630,approved,,iOS,Cairo
KYC002425,U004255,2024-05-08 01:31:15.058032,2024-05-09 23:37:18.995476,approved,,iOS,Cairo
KYC002426,U004256,2024-05-30 15:40:39.327425,2024-05-31 17:52:56.497566,approved,,iOS,Giza
KYC002427,U004257,2024-10-16 01:19:16.459255,2024-10-16 21:32:13.184727,rejected,duplicate_account,Android,Cairo
KYC002428,U004258,2024-06-25 01:33:57.079430,2024-06-25 15:54:42.184113,approved,,iOS,Alexandria
KYC002429,U004262,2024-11-13 18:41:54.690581,2024-11-15 12:13:41.469397,rejected,document_quality,iOS,Sharqia
KYC002430,U004263,2024-11-21 19:17:34.377647,2024-11-26 06:32:00.723131,approved,,Android,Dakahlia
KYC002431,U004268,2024-07-27 09:04:02.837717,2024-07-29 12:17:04.226718,approved,,Android,Sharqia
KYC002432,U004269,2024-06-16 06:25:16.295047,2024-06-19 19:12:26.934404,rejected,age_restriction,Android,Sharqia
KYC002433,U004270,2024-02-26 21:46:01.829181,2024-02-27 09:00:16.412409,rejected,duplicate_account,Android,Dakahlia
KYC002434,U004271,2024-03-23 21:53:02.860483,2024-03-24 00:24:23.861572,approved,,iOS,Alexandria
KYC002435,U004275,2024-11-05 06:41:40.205255,2024-11-05 21:48:10.136155,approved,,iOS,Dakahlia
KYC002436,U004276,2024-10-01 18:30:46.429705,2024-10-01 19:17:17.599418,approved,,Android,Sharqia
KYC002437,U004277,2024-06-21 01:50:00.734367,2024-06-21 15:33:53.233181,rejected,age_restriction,Android,Giza
KYC002438,U004278,2024-06-22 06:02:04.087818,2024-06-25 22:10:48.420800,approved,,iOS,Cairo
KYC002439,U004281,2024-08-01 13:48:26.217064,2024-08-02 09:04:39.201226,approved,,Android,Alexandria
KYC002440,U004283,2024-01-21 05:50:44.702663,2024-01-24 14:49:11.151260,approved,,Android,Giza
KYC002441,U004284,2024-02-20 16:11:39.965618,2024-02-21 03:28:07.176633,approved,,Android,Alexandria
KYC002442,U004287,2024-02-29 04:05:33.552851,2024-03-01 21:58:19.606073,approved,,Android,Dakahlia
KYC002443,U004289,2024-06-08 17:23:01.295956,2024-06-09 19:54:08.052498,approved,,iOS,Giza
KYC002444,U004290,2024-09-25 01:39:31.446051,2024-10-03 23:58:21.558212,rejected,identity_mismatch,iOS,Giza
KYC002445,U004292,2024-04-04 20:48:04.676311,2024-04-08 00:22:13.717680,rejected,duplicate_account,Web,Alexandria
KYC002446,U004295,2024-05-18 18:28:23.026251,2024-05-18 18:59:23.910370,approved,,iOS,Cairo
KYC002447,U004297,2024-07-04 10:54:28.384724,2024-07-09 04:23:48.244663,approved,,Android,Alexandria
KYC002448,U004300,2024-06-02 10:53:27.799891,2024-06-06 17:32:52.991982,approved,,Android,Sharqia
KYC002449,U004301,2024-09-13 16:48:01.771043,2024-09-14 23:27:58.659457,approved,,iOS,Alexandria
KYC002450,U004303,2024-04-26 01:57:35.184940,2024-04-26 14:02:14.405747,approved,,iOS,Giza
KYC002451,U004305,2024-04-14 00:44:41.709461,2024-04-16 01:31:42.862729,approved,,Android,Alexandria
KYC002452,U004306,2024-06-09 05:26:32.388996,2024-06-09 06:02:54.645629,approved,,Android,Giza
KYC002453,U004309,2024-01-18 20:57:25.221192,2024-01-19 15:21:44.891634,rejected,age_restriction,Android,Sharqia
KYC002454,U004310,2024-07-08 16:45:08.596919,2024-07-09 22:24:12.230203,rejected,watchlist_hit,iOS,Sharqia
KYC002455,U004311,2024-03-27 12:31:20.989637,2024-03-27 17:18:31.466828,rejected,watchlist_hit,iOS,Dakahlia
KYC002456,U004312,2024-09-11 08:39:53.568611,2024-09-12 00:37:23.819557,approved,,Android,Dakahlia
KYC002457,U004314,2024-08-17 18:39:46.750148,2024-08-26 04:52:53.383851,approved,,Android,Dakahlia
KYC002458,U004316,2024-05-19 15:47:09.253635,2024-05-21 09:12:26.133808,approved,,Web,Giza
KYC002459,U004318,2024-01-18 22:33:01.389247,2024-01-27 06:03:30.805310,approved,,Android,Alexandria
KYC002460,U004319,2024-08-14 07:31:04.995978,2024-08-16 02:44:29.984868,approved,,Web,Cairo
KYC002461,U004320,2024-01-06 07:54:21.081989,2024-01-06 20:20:24.944386,approved,,Android,Alexandria
KYC002462,U004321,2024-01-12 03:24:28.337442,2024-01-15 19:55:42.356077,rejected,document_quality,Android,Alexandria
KYC002463,U004323,2024-07-06 10:03:49.700849,2024-07-19 22:54:48.465881,approved,,iOS,Dakahlia
KYC002464,U004324,2024-07-04 23:07:32.148425,2024-07-05 22:55:23.851287,approved,,Android,Dakahlia
KYC002465,U004325,2024-07-27 20:24:10.126494,2024-07-27 20:35:22.498669,rejected,age_restriction,iOS,Giza
KYC002466,U004326,2024-06-22 05:31:02.225498,2024-06-23 22:56:45.238407,approved,,iOS,Dakahlia
KYC002467,U004327,2024-08-21 10:43:12.385645,2024-08-22 04:04:49.230808,rejected,duplicate_account,Android,Giza
KYC002468,U004328,2024-01-07 23:52:00.794550,2024-01-08 14:38:22.476063,approved,,Android,Sharqia
KYC002469,U004331,2024-07-09 18:25:10.663901,2024-07-14 04:22:26.014382,approved,,Web,Dakahlia
KYC002470,U004332,2024-07-26 18:48:00.001474,2024-07-28 13:57:08.472160,approved,,Android,Cairo
KYC002471,U004336,2024-01-28 18:06:46.557277,2024-01-29 04:48:06.625684,approved,,Android,Alexandria
KYC002472,U004338,2024-09-30 08:00:09.882450,2024-10-07 20:18:57.711914,approved,,Android,Dakahlia
KYC002473,U004341,2024-05-25 13:32:27.679974,2024-05-27 03:50:48.979534,approved,,Android,Cairo
KYC002474,U004342,2024-09-14 13:35:22.837508,2024-09-15 05:19:03.758490,rejected,identity_mismatch,iOS,Cairo
KYC002475,U004344,2024-08-26 09:56:42.748131,2024-08-28 14:47:22.640600,approved,,Android,Alexandria
KYC002476,U004345,2024-04-30 20:39:14.168335,2024-05-08 16:25:45.417910,approved,,iOS,Alexandria
KYC002477,U004346,2024-06-07 20:16:55.603701,2024-06-08 09:07:51.230018,approved,,Android,Cairo
KYC002478,U004348,2024-06-09 08:25:11.539851,2024-06-10 03:21:13.836097,approved,,Android,Cairo
KYC002479,U004350,2024-05-04 20:10:59.785538,2024-05-05 16:26:32.775472,rejected,watchlist_hit,iOS,Cairo
KYC002480,U004355,2024-05-10 14:02:07.360566,2024-05-10 18:06:45.930634,approved,,iOS,Giza
KYC002481,U004356,2024-05-19 10:46:43.112637,2024-05-20 19:50:19.000039,rejected,duplicate_account,iOS,Giza
KYC002482,U004357,2024-03-20 11:36:26.927686,2024-03-22 14:07:46.025406,approved,,Android,Dakahlia
KYC002483,U004358,2024-04-09 13:50:08.273642,2024-04-12 12:16:29.900788,rejected,document_quality,Android,Cairo
KYC002484,U004359,2024-08-13 02:01:32.321011,2024-08-14 10:16:40.626358,approved,,iOS,Cairo
KYC002485,U004360,2024-06-24 03:08:08.034976,2024-06-25 22:04:37.726520,approved,,iOS,Cairo
KYC002486,U004362,2024-01-17 08:00:06.380977,2024-01-18 13:19:27.781642,approved,,iOS,Cairo
KYC002487,U004363,2024-01-13 07:51:07.251819,2024-01-15 10:15:25.394221,approved,,Android,Cairo
KYC002488,U004367,2024-07-08 04:32:57.337987,2024-07-13 11:16:45.940201,approved,,Android,Alexandria
KYC002489,U004371,2024-09-20 01:06:44.631166,2024-09-20 14:57:56.713858,approved,,Android,Giza
KYC002490,U004373,2024-11-20 00:39:15.157174,2024-11-20 02:17:32.455937,approved,,iOS,Dakahlia
KYC002491,U004374,2024-09-12 16:10:29.202384,2024-09-12 16:36:26.267326,approved,,Android,Alexandria
KYC002492,U004375,2024-08-03 14:08:48.506479,2024-08-12 04:38:41.230596,rejected,document_quality,Android,Giza
KYC002493,U004376,2024-08-09 03:39:26.698662,2024-08-09 05:42:22.680913,approved,,iOS,Giza
KYC002494,U004379,2024-10-08 17:01:22.194762,2024-10-10 13:35:35.429790,approved,,Android,Alexandria
KYC002495,U004381,2024-09-06 23:40:27.544945,2024-09-09 17:52:54.280848,approved,,Android,Cairo
KYC002496,U004383,2024-01-18 11:11:51.222056,2024-01-18 20:43:42.545806,approved,,Android,Giza
KYC002497,U004386,2024-04-25 21:03:31.969417,2024-04-26 01:56:23.941665,approved,,Android,Alexandria
KYC002498,U004387,2024-11-22 00:18:07.898431,2024-11-23 04:28:18.853244,approved,,Android,Cairo
KYC002499,U004389,2024-06-23 17:05:12.142029,2024-06-24 21:45:27.281329,approved,,iOS,Alexandria
KYC002500,U004390,2024-10-19 12:01:03.439714,2024-10-19 14:08:04.923981,approved,,iOS,Cairo
KYC002501,U004392,2024-01-07 00:14:46.181815,2024-01-12 10:25:07.818937,rejected,identity_mismatch,iOS,Cairo
KYC002502,U004393,2024-10-31 21:51:31.298899,2024-11-05 01:32:00.776773,rejected,watchlist_hit,Android,Giza
KYC002503,U004394,2024-11-21 08:10:36.669025,2024-11-24 01:14:07.516255,rejected,age_restriction,iOS,Cairo
KYC002504,U004395,2024-04-21 21:27:11.079772,2024-04-22 08:25:44.130799,approved,,iOS,Dakahlia
KYC002505,U004399,2024-03-21 16:02:00.411786,2024-03-24 16:48:03.257939,rejected,age_restriction,iOS,Cairo
KYC002506,U004400,2024-04-24 08:37:16.236090,2024-04-29 21:05:14.657010,approved,,Android,Cairo
KYC002507,U004401,2024-08-15 17:38:58.026799,2024-08-17 19:10:56.944502,approved,,iOS,Cairo
KYC002508,U004405,2024-08-22 18:52:22.955021,2024-08-26 02:05:53.670164,approved,,iOS,Cairo
KYC002509,U004406,2024-07-29 14:38:06.999413,2024-07-31 10:40:53.065626,rejected,watchlist_hit,Android,Alexandria
KYC002510,U004407,2024-05-21 12:22:24.788813,2024-05-21 23:35:35.020112,approved,,iOS,Sharqia
KYC002511,U004408,2024-05-13 10:23:48.343321,2024-05-14 10:28:50.118117,rejected,identity_mismatch,iOS,Dakahlia
KYC002512,U004409,2024-02-04 06:26:20.455850,2024-02-09 18:33:47.449925,approved,,iOS,Cairo
KYC002513,U004411,2024-08-09 23:01:33.286889,2024-08-11 01:17:33.455330,rejected,identity_mismatch,Android,Alexandria
KYC002514,U004413,2024-02-13 12:24:23.557279,2024-02-15 04:16:17.017066,rejected,document_quality,iOS,Cairo
KYC002515,U004414,2024-02-22 20:24:07.135252,2024-02-25 14:16:08.634449,approved,,Android,Cairo
KYC002516,U004415,2024-06-24 03:13:50.647245,2024-06-27 14:25:32.700254,approved,,Android,Cairo
KYC002517,U004417,2024-09-09 14:57:53.638792,2024-09-10 13:13:02.819020,approved,,Android,Alexandria
KYC002518,U004418,2024-04-22 23:21:33.629133,2024-04-23 02:06:08.660088,approved,,iOS,Cairo
KYC002519,U004422,2024-05-02 21:01:10.525052,2024-05-04 03:29:10.639904,rejected,age_restriction,iOS,Sharqia
